Commentaire,star,date,client,reponse,source,company,ville,maj,date_commande,ecart,clean_comment,comment_id,qualité produit,service livraison,service client
"Ayant renvoyé un article et ne recevant pas de remboursement un mois plus tard , j'ai demandé des explications . Et là , on me répond que mon paquet est bien parvenu à la boutique mais vide ... Personne ne m'en avait informé . On m'assure avoir remonté ma réclamation auprès du service financier pour un meilleur traitement . On devait me recontacter sous 5 jours . Ce courrier date du 16/10 . A ce jour , 4/12 , malgré mes relances , je n'ai pas obtenu de réponse ! Bientôt 3 semaines ! Très déçue ! Mais de grâce , ne me dites pas de faire un troisième courrier ! ! !",1,2020-11-04 00:00:00+00:00,Annick,"Bonjour , Je suis sincèrement navré de lire cela . Après vérification , je constate que votre réclamation a été traitée et clôturée par nos services en date du 05/11/20 . N'hésitez pas à nous contacter en privé pour tout complément d'information . Ayoub",TrustPilot,ShowRoom,,,,,"ayant renvoyé un article et ne recevant pas de remboursement un mois plus tard , j'ai demandé des explications . et là , on me répond que mon paquet est bien parvenu à la boutique mais vide ... personne ne m'en avait informé . on m'assure avoir remonté ma réclamation auprès du service financier pour un meilleur traitement . on devait me recontacter sous 5 jours . ce courrier date du 16/10 . a ce jour , 4/12 , malgré mes relances , je n'ai pas obtenu de réponse ! bientôt 3 semaines ! très déçue ! mais de grâce , ne me dites pas de faire un troisième courrier ! ! !",925,0,1,1
"S'il y avait la possibilite de mettre 0 je l'aurais fait.Une entreprise de gogoles . Livraison bidon . Les livreurs ne prennent Meme pas la peine de se deplacer a l'adresse de livraison . Ils deposent tous les colis pres de leur depot.Service client 0Super arrogant . Ils en ont rien a faire si la commande est expédiée a 10 km de chez ke client . Aucune logique , aucun profesionalisme.Des vrais gogoles aussi .",1,2020-11-04 00:00:00+00:00,Hadda Thebodyshop,"Bonjour , Je suis sincèrement désolé d'apprendre que votre commande n'ait pas été livrée à l'adresse choisie.Afin de vous aider au mieux , je vous invite à me transmettre en privé votre numéro de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,"s'il y avait la possibilite de mettre 0 je l'aurais fait.une entreprise de gogoles . livraison bidon . les livreurs ne prennent meme pas la peine de se deplacer a l'adresse de livraison . ils deposent tous les colis pres de leur depot.service client 0super arrogant . ils en ont rien a faire si la commande est expédiée a 10 km de chez ke client . aucune logique , aucun profesionalisme.des vrais gogoles aussi .",926,0,1,1
"Bonjour , Je suis dubitative , j'ai rempli un panier avec 18 articles et impossible de valider la commande sur portable , PC avec plusieurs navigateurs Internet différents . Je me suis aperçue que la vente Springfield est limité à 4 articles max , quel que soit le montant , quelque soit sa taille ( manteau ou chaussettes ) pour pouvoir être livrée.Qu'est ce que c'est que cette règle complètement incompréhensible ? ? ? ? Ah si , c'est pour m'aider à préserver mon portefeuille . C'est tout à fait honorable , bravo ! ! ! ! ! J'ai finalement pris que 2x4 articles qui me plaisaient le plus et je mets une alerte chez Veepee pour la prochaine vente Springfield car chez eux , il n ' y a pas cette limitation 🙄",1,2020-11-04 00:00:00+00:00,Mai J,"Bonjour , Je suis sincèrement navré de lire cela.Afin de vous aider au mieux et en discuter , je vous invite à me transmettre en privé votre adresse mail svp.Ayoub",TrustPilot,ShowRoom,,,,,"bonjour , je suis dubitative , j'ai rempli un panier avec 18 articles et impossible de valider la commande sur portable , pc avec plusieurs navigateurs internet différents . je me suis aperçue que la vente springfield est limité à 4 articles max , quel que soit le montant , quelque soit sa taille ( manteau ou chaussettes ) pour pouvoir être livrée.qu'est ce que c'est que cette règle complètement incompréhensible ? ? ? ? ah si , c'est pour m'aider à préserver mon portefeuille . c'est tout à fait honorable , bravo ! ! ! ! ! j'ai finalement pris que 2x4 articles qui me plaisaient le plus et je mets une alerte chez veepee pour la prochaine vente springfield car chez eux , il n ' y a pas cette limitation 🙄",927,0,1,0
"Des `` prix constatés '' risibles , un service client déplorable , des prestataires de livraison encore plus incompétents .... Comment en 2020 , peut-on encore être aussi mauvais en relation client et en qualité de service ! ! Se réinventer et chercher l'amélioration continue de vos services , cela vous évitera le ridicule",1,2020-11-04 00:00:00+00:00,Alexis,"Bonjour Alexis , Je suis sincèrement désolé de lire votre ressenti suite à la gestion de votre demande par nos services.Afin de vous aider au mieux , je vous invite à me transmettre en privé votre numéro de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,"des `` prix constatés '' risibles , un service client déplorable , des prestataires de livraison encore plus incompétents .... comment en 2020 , peut-on encore être aussi mauvais en relation client et en qualité de service ! ! se réinventer et chercher l'amélioration continue de vos services , cela vous évitera le ridicule",928,0,1,1
J'ai passer commande sur se site le 19 septembre . J'ai contacter le service client pour leur signaler que je n'avais rien reçu en octobre . Tout se qu'il me dise c'est que des investigations sont réaliser pour savoir ou est passer mon colis .. aujourd'hui le 4 novembre toujours pas de commande reçu ! Malgré des e-mail envoyer ils ne veulent pas me rembourser ! ! ! A fuire ! ! ! !,1,2020-11-04 00:00:00+00:00,laety syah,"Bonjour , Je suis sincèrement navré d'apprendre la non-réception de votre commande.Afin de vous aider au mieux , je vous invite à me transmettre en privé votre numéro de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,j'ai passer commande sur se site le 19 septembre . j'ai contacter le service client pour leur signaler que je n'avais rien reçu en octobre . tout se qu'il me dise c'est que des investigations sont réaliser pour savoir ou est passer mon colis .. aujourd'hui le 4 novembre toujours pas de commande reçu ! malgré des e-mail envoyer ils ne veulent pas me rembourser ! ! ! a fuire ! ! ! !,929,0,1,1
"Différence de prix entre personnes ! ! ! ! Je viens de m ’ apercevoir qu ’ entre ma fille et moi , en regardant une vente de boots , il y a une différence de prix ! ! ! ! J ’ ai souscris à infinity , donc pas de frais de port mais boots 8€ de plus que ma fille qui elle , n ’ a pas infinty ! ! ! ! C ’ est quoi cette arnaque sérieux ? ! ? ! J ’ étais une bonne cliente , mais là c ’ est fini !",1,2020-11-03 00:00:00+00:00,Laetcarrillo,"Bonjour , Je suis sincèrement désolé de lire de votre ressenti quant aux prix proposés sur vos articles .. Afin de vous aider au mieux , je vous invite à me transmettre en privé un des numéros de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,"différence de prix entre personnes ! ! ! ! je viens de m ’ apercevoir qu ’ entre ma fille et moi , en regardant une vente de boots , il y a une différence de prix ! ! ! ! j ’ ai souscris à infinity , donc pas de frais de port mais boots 8€ de plus que ma fille qui elle , n ’ a pas infinty ! ! ! ! c ’ est quoi cette arnaque sérieux ? ! ? ! j ’ étais une bonne cliente , mais là c ’ est fini !",930,0,0,1
J ’ ai commandé 2 fois les mobiliers . En effet j ’ ai reçu 2 fois les mobiliers défectueux de médiocre qualité.Je fais suite à ma réclamation auprès du SAV qui m ’ a dédommagé en forme de bon d ’ achat avec une valeur de 10 % du prix .,3,2020-11-17 00:00:00+00:00,Олег Ромин,"Bonjour , Je suis sincèrement désolé d'apprendre que vous ayez reçu vos articles défectueux.Je vous informe avoir pris en charge votre réclamation et m ’ engage à vous recontacter afin que nous puissions résoudre votre requête . Ayoub",TrustPilot,ShowRoom,,,,,j ’ ai commandé 2 fois les mobiliers . en effet j ’ ai reçu 2 fois les mobiliers défectueux de médiocre qualité.je fais suite à ma réclamation auprès du sav qui m ’ a dédommagé en forme de bon d ’ achat avec une valeur de 10 % du prix .,931,1,0,1
"J ’ ai acheter 2 produits les meme a 2 tailles différentes pour ensuite renvoyer celui qui ne va pas à ma fille , leur bon de retour est payant et la poste ne donne aucun justificatif de retour pour ce genre de colis , juste il le scane , show room dit ne pas avoir reçu le colis et me demande la preuve de retour ( qui n ’ existe pas et le savent ) il mon donc voler 100€ et je n ’ ai plus le manteau . Site à éviter ! ! ! Je pense qu ’ il ne vont pas tarder à changer de nom et nous petit agneau allons racheter chez eux ! Pfffff",1,2020-11-03 00:00:00+00:00,Saad,"Bonjour , Je suis sincèrement navré d'apprendre que vous n'ayez toujours pas eu votre remboursement suite au retour de votre article.Afin de vous aider au mieux , je vous invite à me transmettre en privé votre numéro de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,"j ’ ai acheter 2 produits les meme a 2 tailles différentes pour ensuite renvoyer celui qui ne va pas à ma fille , leur bon de retour est payant et la poste ne donne aucun justificatif de retour pour ce genre de colis , juste il le scane , show room dit ne pas avoir reçu le colis et me demande la preuve de retour ( qui n ’ existe pas et le savent ) il mon donc voler 100€ et je n ’ ai plus le manteau . site à éviter ! ! ! je pense qu ’ il ne vont pas tarder à changer de nom et nous petit agneau allons racheter chez eux ! pfffff",932,0,1,0
"Service client déplorable . Conseillers inutiles qui n'écoute pas le client et qui pour un article reçu défectueux immettable à 55e ont ma fait 7e de bon d achat . UNE HONTE je ne suis jamais tombé sur un service client aussi lamentable.JE NE RECOMMENDE PASJe précise que j'ai déjà eu 3 fois des personnes différentes du service client qui m'ont répondu la même chose , et vous continuer à dire de vous recontacter mais dans quel but puisque je vous ai déjà dis que votre geste commercial de 7e ne me convient pas du tout",1,2020-11-04 00:00:00+00:00,Mia OU,"Bonjour , Je suis désolé d'apprendre que vous ayez reçu votre manteau défectueux.Après vérification , je constate qu'un geste commercial vous a été proposé au titre de l'anomalie contrastée sur votre article.Si celui-ci ne vous convient pas , je vous prie de revenir vers nous au mail adressé par nos services en date du 26/10/20.Ayoub",TrustPilot,ShowRoom,,,,,"service client déplorable . conseillers inutiles qui n'écoute pas le client et qui pour un article reçu défectueux immettable à 55e ont ma fait 7e de bon d achat . une honte je ne suis jamais tombé sur un service client aussi lamentable.je ne recommende pasje précise que j'ai déjà eu 3 fois des personnes différentes du service client qui m'ont répondu la même chose , et vous continuer à dire de vous recontacter mais dans quel but puisque je vous ai déjà dis que votre geste commercial de 7e ne me convient pas du tout",933,1,0,1
"NE PAS COMMANDER CHEZ EUX ! J'ai fait une erreur de manipulation en commandant des chaussures dans la mauvaise pointure , impossible d'annuler la commande en ligne . En appelant c'est impossible aussi d'annuler la commande passée à l'instant . En demandant un retour , on m'indique qu'il sera à ma charge . Sur leur site il est écrit annulation et retour possible . Quand on les questionne , cela n'est pas applicable sur toutes les ventes . Service client désastreux et expérience déplorable .",1,2020-11-03 00:00:00+00:00,Victoria Benhaim,"Bonjour Victoria , Je suis sincèrement navré de lire votre ressenti au sujet de l'annulation de votre commande.Je vous informe avoir pris en charge votre réclamation et m ’ engage à vous recontacter afin que nous puissions en discuter de vive voix.Ayoub",TrustPilot,ShowRoom,,,,,"ne pas commander chez eux ! j'ai fait une erreur de manipulation en commandant des chaussures dans la mauvaise pointure , impossible d'annuler la commande en ligne . en appelant c'est impossible aussi d'annuler la commande passée à l'instant . en demandant un retour , on m'indique qu'il sera à ma charge . sur leur site il est écrit annulation et retour possible . quand on les questionne , cela n'est pas applicable sur toutes les ventes . service client désastreux et expérience déplorable .",934,0,0,1
